pubmed	journal	percents	sentence.number	observed.dps	observed.sfs	ideal.dps	range.diff	diff	correct
29074563	BMJ (Clinical research ed.)	3.7	8	1	2	1	21	0	1
29074563	BMJ (Clinical research ed.)	4.2	8	1	2	1	21	0	1
29074563	BMJ (Clinical research ed.)	0.7	8	1	1	1	21	0	1
29074563	BMJ (Clinical research ed.)	9.4	8	1	2	1	21	0	1
29074563	BMJ (Clinical research ed.)	2.8	8	1	2	1	21	0	1
29074563	BMJ (Clinical research ed.)	0	8	1	0	1	21	0	1
29074563	BMJ (Clinical research ed.)	8.6	8	1	2	1	21	0	1
29074563	BMJ (Clinical research ed.)	2.8	8	1	2	1	21	0	1
29074563	BMJ (Clinical research ed.)	0	8	1	0	1	21	0	1
29074563	BMJ (Clinical research ed.)	8.8	8	1	2	1	21	0	1
29074563	BMJ (Clinical research ed.)	3	9	0	1	1	91	-1	0
29074516	BMJ open	34	5	0	2	0	38	0	1
29074516	BMJ open	72	5	0	2	0	38	0	1
29074516	BMJ open	65	5	0	2	0	38	0	1
29074516	BMJ open	35	6	0	2	0	26	0	1
29074516	BMJ open	61	6	0	2	0	26	0	1
29074516	BMJ open	24	7	0	2	0	32	0	1
29074516	BMJ open	41	7	0	2	0	32	0	1
29074516	BMJ open	9	7	0	1	1	32	-1	0
29074516	BMJ open	81	8	0	2	0	8	0	1
29074516	BMJ open	89	8	0	2	0	8	0	1
29074515	BMJ open	97	3	0	2	1	66	-1	0
29074515	BMJ open	69	3	0	2	0	66	0	1
29074515	BMJ open	31	3	0	2	0	66	0	1
29074514	BMJ open	19.3	6	1	3	0	15	1	0
29074514	BMJ open	4.3	6	1	2	1	15	0	1
29074514	BMJ open	19.3	7	1	3	0	14.7	1	0
29074514	BMJ open	34	7	1	3	0	14.7	1	0
29074514	BMJ open	30	8	0	2	0	1.4	0	1
29074514	BMJ open	28.6	8	1	3	0	1.4	1	0
29074514	BMJ open	30	9	0	2	0	30	0	1
29074514	BMJ open	60	9	0	2	0	30	0	1
29074512	BMJ open	81.8	7	1	3	0	6.8	1	0
29074512	BMJ open	75	7	1	3	0	6.8	1	0
29074510	BMJ open	56	3	0	2	0	44	0	1
29074510	BMJ open	49	8	0	2	0	44	0	1
29074510	BMJ open	12	11	0	2	0	6	0	1
29074510	BMJ open	18	11	0	2	0	6	0	1
29074508	BMJ open	24.9	8	1	3	0	26.1	1	0
29074508	BMJ open	19.2	8	1	3	0	26.1	1	0
29074508	BMJ open	32.6	8	1	3	0	26.1	1	0
29074508	BMJ open	25.9	8	1	3	0	26.1	1	0
29074508	BMJ open	21.3	8	1	3	0	26.1	1	0
29074508	BMJ open	31	8	1	3	0	26.1	1	0
29074508	BMJ open	32.4	8	1	3	0	26.1	1	0
29074508	BMJ open	25.9	8	1	3	0	26.1	1	0
29074508	BMJ open	39.6	8	1	3	0	26.1	1	0
29074508	BMJ open	30.7	8	1	3	0	26.1	1	0
29074508	BMJ open	23.7	8	1	3	0	26.1	1	0
29074508	BMJ open	30.7	8	1	3	0	26.1	1	0
29074508	BMJ open	15.5	8	1	3	0	26.1	1	0
29074508	BMJ open	13.5	8	1	3	0	26.1	1	0
29074508	BMJ open	17.8	8	1	3	0	26.1	1	0
29074508	BMJ open	22.7	8	1	3	0	26.1	1	0
29074508	BMJ open	20.3	8	1	3	0	26.1	1	0
29074508	BMJ open	25.3	8	1	3	0	26.1	1	0
29074508	BMJ open	17.5	8	1	3	0	26.1	1	0
29074508	BMJ open	17	8	1	3	0	26.1	1	0
29074508	BMJ open	18	8	1	3	0	26.1	1	0
29074508	BMJ open	20.4	8	1	3	0	26.1	1	0
29074508	BMJ open	19.9	8	1	3	0	26.1	1	0
29074508	BMJ open	21	8	1	3	0	26.1	1	0
29074508	BMJ open	19	9	1	3	0	32.3	1	0
29074508	BMJ open	14	9	1	3	0	32.3	1	0
29074508	BMJ open	25.3	9	1	3	0	32.3	1	0
29074508	BMJ open	30	9	1	3	0	32.3	1	0
29074508	BMJ open	25.2	9	1	3	0	32.3	1	0
29074508	BMJ open	35.3	9	1	3	0	32.3	1	0
29074508	BMJ open	24.4	9	1	3	0	32.3	1	0
29074508	BMJ open	18.7	9	1	3	0	32.3	1	0
29074508	BMJ open	31.3	9	1	3	0	32.3	1	0
29074508	BMJ open	24.3	9	1	3	0	32.3	1	0
29074508	BMJ open	17.9	9	1	3	0	32.3	1	0
29074508	BMJ open	32.1	9	1	3	0	32.3	1	0
29074508	BMJ open	4.1	9	1	2	1	32.3	0	1
29074508	BMJ open	3	9	1	2	1	32.3	0	1
29074508	BMJ open	5.4	9	1	2	1	32.3	0	1
29074508	BMJ open	13.7	9	1	3	0	32.3	1	0
29074508	BMJ open	11.8	9	1	3	0	32.3	1	0
29074508	BMJ open	16	9	1	3	0	32.3	1	0
29074508	BMJ open	8.3	9	1	2	1	32.3	0	1
29074508	BMJ open	7.9	9	1	2	1	32.3	0	1
29074508	BMJ open	8.7	9	1	2	1	32.3	0	1
29074508	BMJ open	18.4	9	1	3	0	32.3	1	0
29074508	BMJ open	17.9	9	1	3	0	32.3	1	0
29074508	BMJ open	18.9	9	1	3	0	32.3	1	0
29074410	The Lancet. Global health	1	14	0	1	1	Inf	-1	0
29074409	The Lancet. Global health	99	9	0	2	1	95.9	-1	0
29074409	The Lancet. Global health	30	12	1	3	0	30.3	1	0
29074409	The Lancet. Global health	33.4	12	1	3	0	30.3	1	0
29074409	The Lancet. Global health	3.1	12	1	2	1	30.3	0	1
29074409	The Lancet. Global health	17.8	13	1	3	0	43.3	1	0
29074409	The Lancet. Global health	52.3	13	1	3	0	43.3	1	0
29074409	The Lancet. Global health	9	13	1	2	1	43.3	0	1
29074409	The Lancet. Global health	82.9	14	1	3	0	49.9	1	0
29074409	The Lancet. Global health	33	14	1	3	0	49.9	1	0
29074409	The Lancet. Global health	27.9	15	1	3	0	36.2	1	0
29074409	The Lancet. Global health	21.7	15	1	3	0	36.2	1	0
29074409	The Lancet. Global health	57.9	15	1	3	0	36.2	1	0
29074099	The Lancet. Oncology	39	12	1	3	0	25.2	1	0
29074099	The Lancet. Oncology	33.3	12	1	3	0	25.2	1	0
29074099	The Lancet. Oncology	58.5	12	1	3	0	25.2	1	0
29074099	The Lancet. Oncology	37	13	0	2	0	46	0	1
29074099	The Lancet. Oncology	41	13	0	2	0	46	0	1
29074099	The Lancet. Oncology	20	13	0	2	0	46	0	1
29074099	The Lancet. Oncology	62	13	0	2	0	46	0	1
29074099	The Lancet. Oncology	38	13	0	2	0	46	0	1
29074099	The Lancet. Oncology	66	13	0	2	0	46	0	1
29074099	The Lancet. Oncology	46	13	0	2	0	46	0	1
29074099	The Lancet. Oncology	20	13	0	2	0	46	0	1
29074099	The Lancet. Oncology	10	14	0	2	0	17	0	1
29074099	The Lancet. Oncology	7	14	0	1	1	17	-1	0
29074099	The Lancet. Oncology	7	14	0	1	1	17	-1	0
29074099	The Lancet. Oncology	17	14	0	2	0	17	0	1
29074099	The Lancet. Oncology	10	14	0	2	0	17	0	1
29074099	The Lancet. Oncology	7	14	0	1	1	17	-1	0
29074099	The Lancet. Oncology	22	14	0	2	0	17	0	1
29074099	The Lancet. Oncology	10	14	0	2	0	17	0	1
29074099	The Lancet. Oncology	5	14	0	1	1	17	-1	0
29074099	The Lancet. Oncology	14	14	0	2	0	17	0	1
29074099	The Lancet. Oncology	7	14	0	1	1	17	-1	0
29074098	The Lancet. Oncology	77	9	0	2	0	54	0	1
29074098	The Lancet. Oncology	23	9	0	2	0	54	0	1
29074098	The Lancet. Oncology	52	9	0	2	0	54	0	1
29074098	The Lancet. Oncology	72	9	0	2	0	54	0	1
29074098	The Lancet. Oncology	72	10	0	2	0	33	0	1
29074098	The Lancet. Oncology	39	10	0	2	0	33	0	1
29074098	The Lancet. Oncology	39	10	0	2	0	33	0	1
29074098	The Lancet. Oncology	39	10	0	2	0	33	0	1
29074098	The Lancet. Oncology	46	14	0	2	0	4	0	1
29074098	The Lancet. Oncology	42	14	0	2	0	4	0	1
29074098	The Lancet. Oncology	50	15	0	2	0	54	0	1
29070643	BMJ open	90	12	0	2	0	Inf	0	1
29070640	BMJ open	5	11	0	1	1	75	-1	0
29070640	BMJ open	80	11	0	2	0	75	0	1
29070638	BMJ open	48	3	0	2	0	38	0	1
29070638	BMJ open	10	3	0	2	0	38	0	1
29070635	BMJ open	50	3	0	2	0	61.14	0	1
29070635	BMJ open	37.84	5	2	4	0	61.14	2	0
29070635	BMJ open	69.31	5	2	4	0	61.14	2	0
29070635	BMJ open	23.7	5	2	4	0	61.14	2	0
29070635	BMJ open	56.57	5	2	4	0	61.14	2	0
29070635	BMJ open	17.63	5	2	4	0	61.14	2	0
29070635	BMJ open	46.37	5	2	4	0	61.14	2	0
29070635	BMJ open	8.17	5	2	3	1	61.14	1	0
29070635	BMJ open	30.05	5	2	4	0	61.14	2	0
29070635	BMJ open	50	6	0	2	0	61.14	0	1
29069568	The New England journal of medicine	77	6	0	2	0	70	0	1
29069568	The New England journal of medicine	7	6	0	1	1	70	-1	0
29069568	The New England journal of medicine	33	8	0	2	0	7	0	1
29069568	The New England journal of medicine	26	8	0	2	0	7	0	1
29069555	The New England journal of medicine	41	3	0	2	0	18	0	1
29069555	The New England journal of medicine	59	3	0	2	0	18	0	1
29069555	The New England journal of medicine	75.9	4	1	3	0	3.40000000000001	1	0
29069555	The New England journal of medicine	72.5	4	1	3	0	3.40000000000001	1	0
29069555	The New England journal of medicine	71.9	6	1	3	0	81	1	0
29069555	The New England journal of medicine	36.4	8	1	3	0	68.9	1	0
29069555	The New England journal of medicine	88.7	8	1	3	0	68.9	1	0
29069555	The New England journal of medicine	23.6	8	1	3	0	68.9	1	0
29069555	The New England journal of medicine	19.8	8	1	3	0	68.9	1	0
29069555	The New England journal of medicine	52.7	8	1	3	0	68.9	1	0
29069555	The New England journal of medicine	7.7	9	1	2	1	81	0	1
29067433	JAMA	77	2	0	2	0	52	0	1
29067433	JAMA	25	2	0	2	0	52	0	1
29067433	JAMA	48	10	0	2	0	85	0	1
29067433	JAMA	90	10	0	2	0	85	0	1
29067433	JAMA	5	10	0	1	1	85	-1	0
29067429	JAMA	98	11	0	2	1	93	-1	0
29067429	JAMA	5	11	0	1	1	93	-1	0
29067429	JAMA	19	11	0	2	0	93	0	1
29067429	JAMA	14	11	0	2	0	93	0	1
29067429	JAMA	21	11	0	2	0	93	0	1
29067429	JAMA	6	11	0	1	1	93	-1	0
29067429	JAMA	11	12	0	2	0	21	0	1
29067429	JAMA	23	12	0	2	0	21	0	1
29067429	JAMA	12	12	0	2	0	21	0	1
29067429	JAMA	21	12	0	2	0	21	0	1
29067429	JAMA	2	12	0	1	1	21	-1	0
29067428	JAMA	57	11	0	2	0	8	0	1
29067428	JAMA	65	11	0	2	0	8	0	1
29067428	JAMA	24.4	13	1	3	0	26.9	1	0
29067428	JAMA	27.9	13	1	3	0	26.9	1	0
29067428	JAMA	3.5	13	1	2	1	26.9	0	1
29067428	JAMA	1	13	0	1	1	26.9	-1	0
29067428	JAMA	17	13	0	2	0	26.9	0	1
29067428	JAMA	76	14	0	2	0	75	0	1
29067428	JAMA	1	15	0	1	1	70	-1	0
29067428	JAMA	2	15	0	1	1	70	-1	0
29067428	JAMA	3	15	0	1	1	70	-1	0
29067428	JAMA	71	15	0	2	0	70	0	1
29067428	JAMA	64	15	0	2	0	70	0	1
29067428	JAMA	56	15	0	2	0	70	0	1
29067428	JAMA	76	16	0	2	0	74	0	1
29067428	JAMA	64	16	0	2	0	74	0	1
29067428	JAMA	2	16	0	1	1	74	-1	0
29067427	JAMA	58.1	9	1	3	0	57.8	1	0
29067427	JAMA	1.5	10	1	2	1	25.5	0	1
29067427	JAMA	27	10	1	3	0	25.5	1	0
29067427	JAMA	22.2	11	1	3	0	23.1	1	0
29067427	JAMA	23.4	11	1	3	0	23.1	1	0
29067427	JAMA	1.2	11	1	2	1	23.1	0	1
29067427	JAMA	3	11	1	2	1	23.1	0	1
29067427	JAMA	3.5	11	1	2	1	23.1	0	1
29067427	JAMA	3.8	11	1	2	1	23.1	0	1
29067427	JAMA	0.3	11	1	1	1	23.1	0	1
29067427	JAMA	1	11	1	2	1	23.1	0	1
29067427	JAMA	0.5	11	1	1	1	23.1	0	1
29067427	JAMA	46.3	12	1	3	0	32.1	1	0
29067427	JAMA	25.8	12	1	3	0	32.1	1	0
29067427	JAMA	20.5	12	1	3	0	32.1	1	0
29067427	JAMA	14.2	12	1	3	0	32.1	1	0
29067427	JAMA	26.8	12	1	3	0	32.1	1	0
29067426	JAMA	67.9	8	1	3	0	31	1	0
29067426	JAMA	98.9	8	1	3	1	31	0	1
29067426	JAMA	10.1	9	1	3	0	10.8	1	0
29067426	JAMA	8.1	9	1	2	1	10.8	0	1
29067426	JAMA	12.2	9	1	3	0	10.8	1	0
29067426	JAMA	4.1	9	1	2	1	10.8	0	1
29067426	JAMA	1.4	9	1	2	1	10.8	0	1
29067426	JAMA	9.6	9	1	2	1	10.8	0	1
29067426	JAMA	5.7	10	1	2	1	5.2	0	1
29067426	JAMA	6.3	10	1	2	1	5.2	0	1
29067426	JAMA	5.1	10	1	2	1	5.2	0	1
29067426	JAMA	1.1	10	1	2	1	5.2	0	1
29067426	JAMA	3.1	10	1	2	1	5.2	0	1
29067426	JAMA	5.4	10	1	2	1	5.2	0	1
29066163	The Lancet. Neurology	16	19	0	2	0	3	0	1
29066163	The Lancet. Neurology	19	19	0	2	0	3	0	1
29066163	The Lancet. Neurology	10	20	0	2	0	14	0	1
29066163	The Lancet. Neurology	24	20	0	2	0	14	0	1
29066163	The Lancet. Neurology	10	21	0	2	0	9	0	1
29066163	The Lancet. Neurology	19	21	0	2	0	9	0	1
29066131	The Lancet. Infectious diseases	10	7	0	2	0	86.6	0	1
29066131	The Lancet. Infectious diseases	96.6	10	1	3	1	55	0	1
29066131	The Lancet. Infectious diseases	55	10	1	3	0	55	1	0
29066131	The Lancet. Infectious diseases	41.6	10	1	3	0	55	1	0
29066131	The Lancet. Infectious diseases	82.6	11	1	3	0	67.8	1	0
29066131	The Lancet. Infectious diseases	54.4	11	1	3	0	67.8	1	0
29066131	The Lancet. Infectious diseases	28.2	11	1	3	0	67.8	1	0
29066131	The Lancet. Infectious diseases	96	11	1	3	1	67.8	0	1
29066131	The Lancet. Infectious diseases	93.2	11	1	3	1	67.8	0	1
29061629	BMJ open	215	10	0	3	0	32	0	1
29061629	BMJ open	247	13	0	3	0	32	0	1
29061625	BMJ open	58.4	5	1	3	0	Inf	1	0
29061622	BMJ open	46	9	0	2	0	Inf	0	1
29061617	BMJ open	15.2	6	1	3	0	3.4	1	0
29061617	BMJ open	13.5	6	1	3	0	3.4	1	0
29061617	BMJ open	16.9	6	1	3	0	3.4	1	0
29061617	BMJ open	61	7	0	2	0	56.3	0	1
29061617	BMJ open	5.8	9	1	2	1	2.2	0	1
29061617	BMJ open	4.7	9	1	2	1	2.2	0	1
29061617	BMJ open	6.9	9	1	2	1	2.2	0	1
29061617	BMJ open	15	11	0	2	0	9.2	0	1
29061617	BMJ open	5.8	11	1	2	1	9.2	0	1
29061615	BMJ open	40.6	7	1	3	0	21	1	0
29061615	BMJ open	61.6	8	1	3	0	21	1	0
29061610	BMJ open	100	6	0	3	0	92	0	1
29061610	BMJ open	11	7	0	2	0	72	0	1
29061610	BMJ open	80	7	0	2	0	72	0	1
29061610	BMJ open	12	7	0	2	0	72	0	1
29061610	BMJ open	8	7	0	1	1	72	-1	0
29061610	BMJ open	39	7	0	2	0	72	0	1
29061610	BMJ open	41	8	0	2	0	92	0	1
29061610	BMJ open	59	9	0	2	0	18	0	1
29061610	BMJ open	41	9	0	2	0	18	0	1
29061607	BMJ open	23	6	0	2	0	54	0	1
29061607	BMJ open	77	6	0	2	0	54	0	1
29061607	BMJ open	56	7	0	2	0	45	0	1
29061607	BMJ open	27	7	0	2	0	45	0	1
29061607	BMJ open	13	7	0	2	0	45	0	1
29061607	BMJ open	11	7	0	2	0	45	0	1
29061606	BMJ open	41	4	0	2	0	17	0	1
29061606	BMJ open	58	9	0	2	0	17	0	1
29061605	BMJ open	19.1	8	1	3	0	19.1	1	0
29061605	BMJ open	18.4	8	1	3	0	19.1	1	0
29061605	BMJ open	19.8	8	1	3	0	19.1	1	0
29061605	BMJ open	36.6	8	1	3	0	19.1	1	0
29061605	BMJ open	35.8	8	1	3	0	19.1	1	0
29061605	BMJ open	37.5	8	1	3	0	19.1	1	0
29061605	BMJ open	48.1	9	1	3	0	1.7	1	0
29061605	BMJ open	47.2	9	1	3	0	1.7	1	0
29061605	BMJ open	48.9	9	1	3	0	1.7	1	0
29061605	BMJ open	3.4	10	1	2	1	2.9	0	1
29061605	BMJ open	3.1	10	1	2	1	2.9	0	1
29061605	BMJ open	3.7	10	1	2	1	2.9	0	1
29061605	BMJ open	1.4	10	1	2	1	2.9	0	1
29061605	BMJ open	1.2	10	1	2	1	2.9	0	1
29061605	BMJ open	1.6	10	1	2	1	2.9	0	1
29061605	BMJ open	1	10	1	2	1	2.9	0	1
29061605	BMJ open	0.8	10	1	1	1	2.9	0	1
29061605	BMJ open	1.2	10	1	2	1	2.9	0	1
29061601	BMJ open	1.7	8	1	2	1	30.5	0	1
29061601	BMJ open	32.2	9	1	3	0	29	1	0
29061601	BMJ open	31.9	9	1	3	0	29	1	0
29061601	BMJ open	27.7	9	1	3	0	29	1	0
29061601	BMJ open	4.9	9	1	2	1	29	0	1
29061601	BMJ open	3.2	9	1	2	1	29	0	1
29061600	BMJ open	26.9	8	1	3	0	Inf	1	0
29061599	BMJ open	10	8	0	2	0	3	0	1
29061599	BMJ open	13	8	0	2	0	3	0	1
29061570	BMJ open	20	7	0	2	0	4	0	1
29061570	BMJ open	16	7	0	2	0	4	0	1
29061570	BMJ open	21	8	0	2	0	7.5	0	1
29061570	BMJ open	19.5	8	1	3	0	7.5	1	0
29061570	BMJ open	22.9	8	1	3	0	7.5	1	0
29061570	BMJ open	16.8	8	1	3	0	7.5	1	0
29061570	BMJ open	15.4	8	1	3	0	7.5	1	0
29061570	BMJ open	18.1	8	1	3	0	7.5	1	0
29061295	Lancet (London, England)	6	11	0	1	1	91.2	-1	0
29061295	Lancet (London, England)	89.7	15	1	3	0	1.60000000000001	1	0
29061295	Lancet (London, England)	88.1	15	1	3	0	1.60000000000001	1	0
29061295	Lancet (London, England)	90.8	16	1	3	1	90.8	0	1
29061295	Lancet (London, England)	92.2	16	1	3	1	90.8	0	1
29061295	Lancet (London, England)	1.4	16	1	2	1	90.8	0	1
29061295	Lancet (London, England)	8	16	0	1	1	90.8	-1	0
29061295	Lancet (London, England)	15	16	0	2	0	90.8	0	1
29061295	Lancet (London, England)	8	16	0	1	1	90.8	-1	0
29061295	Lancet (London, England)	18	16	0	2	0	90.8	0	1
29061295	Lancet (London, England)	1	17	0	1	1	0	-1	0
29061295	Lancet (London, England)	1	17	0	1	1	0	-1	0
29061295	Lancet (London, England)	1	17	0	1	1	0	-1	0
29057392	The Lancet. Planetary health	1.99	11	2	3	1	0.44	1	0
29057392	The Lancet. Planetary health	1.55	12	2	3	1	0.44	1	0
29057382	The Lancet. Public health	96	8	1	3	1	92.8	0	1
29057382	The Lancet. Public health	55.3	9	1	3	0	25.9	1	0
29057382	The Lancet. Public health	29.4	9	1	3	0	25.9	1	0
29057382	The Lancet. Public health	27.7	10	1	3	0	16.5	1	0
29057382	The Lancet. Public health	12.9	10	1	3	0	16.5	1	0
29057382	The Lancet. Public health	15.6	10	1	3	0	16.5	1	0
29057382	The Lancet. Public health	11.2	10	1	3	0	16.5	1	0
29057382	The Lancet. Public health	32.9	11	1	3	0	32.6	1	0
29057382	The Lancet. Public health	21.9	11	1	3	0	32.6	1	0
29057382	The Lancet. Public health	47.4	11	1	3	0	32.6	1	0
29057382	The Lancet. Public health	26.5	11	1	3	0	32.6	1	0
29057382	The Lancet. Public health	38.9	11	1	3	0	32.6	1	0
29057382	The Lancet. Public health	14.8	11	1	3	0	32.6	1	0
29057382	The Lancet. Public health	18	12	1	3	0	39.9	1	0
29057382	The Lancet. Public health	35.3	12	1	3	0	39.9	1	0
29057382	The Lancet. Public health	47.9	12	1	3	0	39.9	1	0
29057382	The Lancet. Public health	14.3	12	1	3	0	39.9	1	0
29057382	The Lancet. Public health	8	12	1	2	1	39.9	0	1
29057382	The Lancet. Public health	8.7	13	1	2	1	5.5	0	1
29057382	The Lancet. Public health	6.7	13	1	2	1	5.5	0	1
29057382	The Lancet. Public health	3.6	13	1	2	1	5.5	0	1
29057382	The Lancet. Public health	3.2	13	1	2	1	5.5	0	1
29057382	The Lancet. Public health	30.7	14	1	3	0	92.8	1	0
29057382	The Lancet. Public health	30.1	15	1	3	0	92.8	1	0
29056570	The Lancet. Respiratory medicine	10	12	0	2	0	43	0	1
29056570	The Lancet. Respiratory medicine	53	12	0	2	0	43	0	1
29056570	The Lancet. Respiratory medicine	67	13	0	2	0	88	0	1
29056570	The Lancet. Respiratory medicine	92	14	0	2	1	88	-1	0
29056570	The Lancet. Respiratory medicine	76	14	0	2	0	88	0	1
29056570	The Lancet. Respiratory medicine	4	14	0	1	1	88	-1	0
29056570	The Lancet. Respiratory medicine	13	14	0	2	0	88	0	1
29056570	The Lancet. Respiratory medicine	17	15	0	2	0	31	0	1
29056570	The Lancet. Respiratory medicine	9	15	0	1	1	31	-1	0
29056570	The Lancet. Respiratory medicine	40	15	0	2	0	31	0	1
29056570	The Lancet. Respiratory medicine	27	15	0	2	0	31	0	1
29056570	The Lancet. Respiratory medicine	13	17	0	2	0	9	0	1
29056570	The Lancet. Respiratory medicine	7	17	0	1	1	9	-1	0
29056570	The Lancet. Respiratory medicine	7	17	0	1	1	9	-1	0
29056570	The Lancet. Respiratory medicine	4	17	0	1	1	9	-1	0
29056570	The Lancet. Respiratory medicine	7	17	0	1	1	9	-1	0
29055736	The Lancet. Oncology	2	5	0	1	1	75	-1	0
29055736	The Lancet. Oncology	6	12	0	1	1	0	-1	0
29055736	The Lancet. Oncology	6	12	0	1	1	0	-1	0
29055736	The Lancet. Oncology	4	13	1	2	1	75	0	1
29055736	The Lancet. Oncology	57	14	0	2	0	20	0	1
29055736	The Lancet. Oncology	77	14	0	2	0	20	0	1
29054815	The Lancet. Haematology	80	14	0	2	0	11	0	1
29054815	The Lancet. Haematology	69	14	0	2	0	11	0	1
29054789	The Lancet. Infectious diseases	25	6	0	2	0	17	0	1
29054789	The Lancet. Infectious diseases	42	6	0	2	0	17	0	1
29054555	Lancet (London, England)	70	2	0	2	0	Inf	0	1
29050646	Lancet (London, England)	0.3	11	1	1	1	83	0	1
29050646	Lancet (London, England)	72.7	12	1	3	0	10.6	1	0
29050646	Lancet (London, England)	83.3	12	1	3	0	10.6	1	0
29050646	Lancet (London, England)	11.1	13	1	3	0	10.9	1	0
29050646	Lancet (London, England)	14.9	13	1	3	0	10.9	1	0
29050646	Lancet (London, England)	4	13	1	2	1	10.9	0	1
29050646	Lancet (London, England)	4.8	13	1	2	1	10.9	0	1
29050646	Lancet (London, England)	0.3	15	1	1	1	83	0	1
29049654	JAMA	52	8	0	2	0	82	0	1
29049654	JAMA	88	8	0	2	0	82	0	1
29049654	JAMA	6	8	0	1	1	82	-1	0
29049654	JAMA	6	8	0	1	1	82	-1	0
29049654	JAMA	13	9	0	2	0	82	0	1
29049653	JAMA	62.7	10	1	3	0	29.3	1	0
29049653	JAMA	92	10	0	2	1	29.3	-1	0
29049653	JAMA	0.7	11	1	1	1	1.6	0	1
29049653	JAMA	1.9	11	1	2	1	1.6	0	1
29049653	JAMA	1.9	11	1	2	1	1.6	0	1
29049653	JAMA	0.3	11	1	1	1	1.6	0	1
29049653	JAMA	0.4	11	1	1	1	1.6	0	1
29049653	JAMA	1.6	11	1	2	1	1.6	0	1
29049653	JAMA	63	13	0	2	0	23	0	1
29049653	JAMA	86	13	0	2	0	23	0	1
29049653	JAMA	81	13	0	2	0	23	0	1
29049653	JAMA	68	13	0	2	0	23	0	1
29049639	JAMA	1	2	1	2	1	Inf	0	1
29049585	JAMA	77	7	0	2	0	41	0	1
29049585	JAMA	36	7	0	2	0	41	0	1
29049585	JAMA	65	8	0	2	0	41	0	1
29049585	JAMA	50	8	0	2	0	41	0	1
29049585	JAMA	75	8	0	2	0	41	0	1
29049585	JAMA	62	8	0	2	0	41	0	1
29049585	JAMA	57	8	0	2	0	41	0	1
29049585	JAMA	66	8	0	2	0	41	0	1
29049585	JAMA	84	8	0	2	0	41	0	1
29049585	JAMA	70	8	0	2	0	41	0	1
29049585	JAMA	91	8	0	2	1	41	-1	0
29049585	JAMA	75	8	0	2	0	41	0	1
29049585	JAMA	70	8	0	2	0	41	0	1
29049585	JAMA	79	8	0	2	0	41	0	1
29049585	JAMA	63	9	0	2	0	39	0	1
29049585	JAMA	50	9	0	2	0	39	0	1
29049585	JAMA	73	9	0	2	0	39	0	1
29049585	JAMA	62	9	0	2	0	39	0	1
29049585	JAMA	57	9	0	2	0	39	0	1
29049585	JAMA	66	9	0	2	0	39	0	1
29049585	JAMA	82	9	0	2	0	39	0	1
29049585	JAMA	70	9	0	2	0	39	0	1
29049585	JAMA	89	9	0	2	0	39	0	1
29049585	JAMA	75	9	0	2	0	39	0	1
29049585	JAMA	70	9	0	2	0	39	0	1
29049585	JAMA	78	9	0	2	0	39	0	1
29049585	JAMA	61	10	0	2	0	34	0	1
29049585	JAMA	46	10	0	2	0	34	0	1
29049585	JAMA	74	10	0	2	0	34	0	1
29049585	JAMA	62	10	0	2	0	34	0	1
29049585	JAMA	58	10	0	2	0	34	0	1
29049585	JAMA	66	10	0	2	0	34	0	1
29049585	JAMA	70	10	0	2	0	34	0	1
29049585	JAMA	54	10	0	2	0	34	0	1
29049585	JAMA	80	10	0	2	0	34	0	1
29049585	JAMA	76	10	0	2	0	34	0	1
29049585	JAMA	72	10	0	2	0	34	0	1
29049585	JAMA	80	10	0	2	0	34	0	1
29049584	JAMA	53	9	0	2	0	44.96	0	1
29049584	JAMA	8.04	12	2	3	1	0.180000000000001	1	0
29049584	JAMA	8.22	12	2	3	1	0.180000000000001	1	0
29046278	BMJ (Clinical research ed.)	68	10	0	2	0	45	0	1
29046278	BMJ (Clinical research ed.)	23	11	0	2	0	45	0	1
29046273	BMJ (Clinical research ed.)	95.6	9	1	3	1	89.7	0	1
29046273	BMJ (Clinical research ed.)	35.2	10	1	3	0	5.9	1	0
29046273	BMJ (Clinical research ed.)	41.1	10	1	3	0	5.9	1	0
29046273	BMJ (Clinical research ed.)	5.9	11	1	2	1	89.7	0	1
29045212	The New England journal of medicine	20	5	0	2	0	52	0	1
29045212	The New England journal of medicine	50	6	0	2	0	28	0	1
29045212	The New England journal of medicine	61	6	0	2	0	28	0	1
29045212	The New England journal of medicine	33	6	0	2	0	28	0	1
29045212	The New England journal of medicine	52	6	0	2	0	28	0	1
29045212	The New England journal of medicine	66	8	0	2	0	8	0	1
29045212	The New England journal of medicine	71	8	0	2	0	8	0	1
29045212	The New England journal of medicine	72	8	0	2	0	8	0	1
29045212	The New England journal of medicine	69	8	0	2	0	8	0	1
29045212	The New England journal of medicine	64	8	0	2	0	8	0	1
29045207	The New England journal of medicine	20	5	0	2	0	46	0	1
29045207	The New England journal of medicine	50	6	0	2	0	26	0	1
29045207	The New England journal of medicine	47	6	0	2	0	26	0	1
29045207	The New England journal of medicine	24	6	0	2	0	26	0	1
29045207	The New England journal of medicine	4	7	0	1	1	2	-1	0
29045207	The New England journal of medicine	6	7	0	1	1	2	-1	0
29045205	The New England journal of medicine	0.01	8	2	1	2	0	0	1
29045205	The New England journal of medicine	0.01	8	2	1	2	0	0	1
29042390	BMJ open	63	9	0	2	0	51	0	1
29042390	BMJ open	12	9	0	2	0	51	0	1
