pubmed	journal	percents	sentence.number	observed.dps	observed.sfs	ideal.dps	range.diff	diff	correct
28591192	PloS one	5.26	6	2	3	1	33.69	1	0
28591192	PloS one	57.89	7	2	4	0	42.1	2	0
28591192	PloS one	15.79	7	2	4	0	42.1	2	0
28591192	PloS one	36.32	7	2	4	0	42.1	2	0
28591192	PloS one	7.89	8	2	3	1	14.21	1	0
28591192	PloS one	22.1	8	2	4	0	14.21	2	0
28591192	PloS one	41.58	9	2	4	0	94.74	2	0
28591192	PloS one	25.45	10	2	4	0	38.3	2	0
28591192	PloS one	63.75	10	2	4	0	38.3	2	0
28591192	PloS one	100	11	0	3	0	94.74	0	1
28591192	PloS one	80	12	0	2	0	30	0	1
28591192	PloS one	63.33	12	2	4	0	30	2	0
28591192	PloS one	52.7	12	2	4	0	30	2	0
28591192	PloS one	50	12	0	2	0	30	0	1
28591191	PloS one	25	1	0	2	0	Inf	0	1
28591190	PloS one	81.9	7	1	3	0	11.2	1	0
28591190	PloS one	93.1	7	1	3	1	11.2	0	1
28591190	PloS one	95	8	0	2	1	19	-1	0
28591190	PloS one	76	8	0	2	0	19	0	1
28591186	PloS one	52.6	5	1	3	0	15.4	1	0
28591186	PloS one	52.6	5	1	3	0	15.4	1	0
28591186	PloS one	68	5	0	2	0	15.4	0	1
28591186	PloS one	42	8	0	2	0	26	0	1
28591186	PloS one	21	8	0	2	0	26	0	1
28591186	PloS one	16	8	0	2	0	26	0	1
28591186	PloS one	21	8	0	2	0	26	0	1
28591186	PloS one	47.4	11	1	3	0	69.5	1	0
28591186	PloS one	18	11	0	2	0	69.5	0	1
28591186	PloS one	87.5	11	1	3	0	69.5	1	0
28591184	PloS one	6.3	2	1	2	1	87.8	0	1
28591184	PloS one	17.8	3	1	3	0	15.6	1	0
28591184	PloS one	2.2	3	1	2	1	15.6	0	1
28591184	PloS one	90	7	0	2	0	87.8	0	1
28591174	PloS one	46	9	0	2	0	77	0	1
28591174	PloS one	89	10	0	2	0	77	0	1
28591174	PloS one	12	12	0	2	0	77	0	1
28591173	PloS one	28.6	4	1	3	0	67.4	1	0
28591173	PloS one	50	5	0	2	0	54.3	0	1
28591173	PloS one	50	5	0	2	0	54.3	0	1
28591173	PloS one	63	5	1	3	0	54.3	1	0
28591173	PloS one	28.3	5	1	3	0	54.3	1	0
28591173	PloS one	8.7	5	1	2	1	54.3	0	1
28591173	PloS one	56.5	6	1	3	0	52.2	1	0
28591173	PloS one	39.1	6	1	3	0	52.2	1	0
28591173	PloS one	4.3	6	1	2	1	52.2	0	1
28591173	PloS one	71.7	7	1	3	0	67.4	1	0
28591173	PloS one	28.3	8	1	3	0	67.4	1	0
28591173	PloS one	65.5	9	1	3	0	67.4	1	0
28591172	PloS one	55	6	0	2	0	Inf	0	1
28591169	PloS one	100	3	0	3	0	Inf	0	1
28591155	PloS one	3.1	12	2	3	1	1.06	1	0
28591155	PloS one	2.04	12	2	3	1	1.06	1	0
28591155	PloS one	5.3	13	2	3	1	0.0699999999999994	1	0
28591155	PloS one	5.23	13	2	3	1	0.0699999999999994	1	0
28591155	PloS one	3.27	14	2	3	1	1.59	1	0
28591155	PloS one	1.68	14	2	3	1	1.59	1	0
28591154	PloS one	8.48	7	2	3	1	Inf	1	0
28591149	PloS one	8.9	6	1	2	1	Inf	0	1
28591146	PloS one	10	5	0	2	0	0	0	1
28591146	PloS one	10	5	0	2	0	0	0	1
28591141	PloS one	5	2	0	1	1	Inf	-1	0
28591139	PloS one	46	5	0	2	0	30	0	1
28591139	PloS one	16	5	0	2	0	30	0	1
28591138	PloS one	96.6	5	1	3	1	Inf	0	1
28591137	PloS one	67.4	10	1	3	0	28.7	1	0
28591137	PloS one	38.7	10	1	3	0	28.7	1	0
28591135	PloS one	50	3	0	2	0	45	0	1
28591135	PloS one	75	3	0	2	0	45	0	1
28591135	PloS one	95	3	0	2	1	45	-1	0
28591135	PloS one	75	8	0	2	0	20	0	1
28591135	PloS one	95	8	0	2	1	20	-1	0
28591131	PloS one	50	5	0	2	0	10	0	1
28591131	PloS one	60	6	0	2	0	10	0	1
28591130	PloS one	3	4	0	1	1	Inf	-1	0
28586402	PloS one	30	7	0	2	0	25	0	1
28586402	PloS one	5	7	0	1	1	25	-1	0
28586402	PloS one	10	8	0	2	0	25	0	1
28586402	PloS one	30	9	0	2	0	20	0	1
28586402	PloS one	13	9	0	2	0	20	0	1
28586402	PloS one	11	9	0	2	0	20	0	1
28586402	PloS one	10	9	0	2	0	20	0	1
28586400	PloS one	8	5	0	1	1	Inf	-1	0
28586396	PloS one	26.6	7	1	3	0	20.8	1	0
28586396	PloS one	31.5	7	1	3	0	20.8	1	0
28586396	PloS one	10.7	7	1	3	0	20.8	1	0
28586395	PloS one	40.2	6	1	3	0	17.6	1	0
28586395	PloS one	57.8	6	1	3	0	17.6	1	0
28586395	PloS one	32.2	8	1	3	0	20.2	1	0
28586395	PloS one	12	8	1	3	0	20.2	1	0
28586395	PloS one	57.8	9	1	3	0	45.8	1	0
28586393	PloS one	20	6	0	2	0	15	0	1
28586393	PloS one	5	6	0	1	1	15	-1	0
28586393	PloS one	10	6	0	2	0	15	0	1
28586393	PloS one	58	7	0	2	0	53	0	1
28586393	PloS one	85	7	0	2	0	53	0	1
28586393	PloS one	32	7	0	2	0	53	0	1
28586392	PloS one	17	3	0	2	0	Inf	0	1
28586390	PloS one	100	2	0	3	0	Inf	0	1
28586388	PloS one	20	8	0	2	0	30	0	1
28586388	PloS one	50	9	0	2	0	30	0	1
28586383	PloS one	49.6	8	1	3	0	Inf	1	0
28586376	PloS one	46.7	5	1	3	0	37.8	1	0
28586376	PloS one	76.2	5	1	3	0	37.8	1	0
28586376	PloS one	73.1	5	1	3	0	37.8	1	0
28586376	PloS one	84.5	5	1	3	0	37.8	1	0
28586376	PloS one	89.5	7	1	3	0	23.3	1	0
28586376	PloS one	66.2	7	1	3	0	23.3	1	0
28586374	PloS one	25	9	0	2	0	19	0	1
28586374	PloS one	6	9	0	1	1	19	-1	0
28586374	PloS one	6	12	0	1	1	19	-1	0
28586370	PloS one	70	8	0	2	0	6	0	1
28586370	PloS one	76	8	0	2	0	6	0	1
28586368	PloS one	9	3	0	1	1	0	-1	0
28586368	PloS one	9	6	0	1	1	0	-1	0
28586365	PloS one	35	12	0	2	0	Inf	0	1
28586361	PloS one	95	7	0	2	1	Inf	-1	0
28586357	PloS one	13	4	0	2	0	Inf	0	1
28586356	PloS one	17	9	0	2	0	Inf	0	1
28586353	PloS one	10	9	0	2	0	Inf	0	1
28586351	PLoS medicine	10	4	0	2	0	20	0	1
28586351	PLoS medicine	10	4	0	2	0	20	0	1
28586351	PLoS medicine	30	4	0	2	0	20	0	1
28586351	PLoS medicine	10	7	0	2	0	24	0	1
28586351	PLoS medicine	30	8	0	2	0	20	0	1
28586351	PLoS medicine	10	8	0	2	0	20	0	1
28586351	PLoS medicine	8	10	0	1	1	24	-1	0
28586351	PLoS medicine	6	11	0	1	1	24	-1	0
28586351	PLoS medicine	10	17	0	2	0	20	0	1
28586351	PLoS medicine	30	17	0	2	0	20	0	1
28586346	PloS one	64.4	6	1	3	0	Inf	1	0
28582463	PloS one	32	10	0	2	0	54	0	1
28582463	PloS one	28	10	0	2	0	54	0	1
28582463	PloS one	82	10	0	2	0	54	0	1
28582463	PloS one	84.5	11	1	3	0	84.9	1	0
28582463	PloS one	76	12	0	2	0	84.9	0	1
28582463	PloS one	88	13	0	2	0	82	0	1
28582463	PloS one	73	13	0	2	0	82	0	1
28582463	PloS one	93	13	0	2	1	82	-1	0
28582463	PloS one	73	13	0	2	0	82	0	1
28582463	PloS one	11	13	0	2	0	82	0	1
28582463	PloS one	51	14	0	2	0	49	0	1
28582463	PloS one	9	14	0	1	1	49	-1	0
28582463	PloS one	12	14	0	2	0	49	0	1
28582463	PloS one	58	14	0	2	0	49	0	1
28582463	PloS one	49	14	0	2	0	49	0	1
28582463	PloS one	93.9	15	1	3	1	15.2	0	1
28582463	PloS one	78.7	15	1	3	0	15.2	1	0
28582462	PloS one	28.3	5	1	3	0	21.3	1	0
28582462	PloS one	9.1	5	1	2	1	21.3	0	1
28582462	PloS one	30.4	5	1	3	0	21.3	1	0
28582462	PloS one	22.7	5	1	3	0	21.3	1	0
28582461	PloS one	70	3	0	2	0	Inf	0	1
28582458	PloS one	30	10	0	2	0	60	0	1
28582458	PloS one	90	10	0	2	0	60	0	1
28582458	PloS one	30	11	0	2	0	66	0	1
28582458	PloS one	88	11	0	2	0	66	0	1
28582458	PloS one	96	11	0	2	1	66	-1	0
28582452	PloS one	57	4	0	2	0	Inf	0	1
28582440	PloS one	1	10	1	2	1	84.7	0	1
28582440	PloS one	3.8	10	1	2	1	84.7	0	1
28582440	PloS one	85.7	10	1	3	0	84.7	1	0
28582435	PloS one	9	8	0	1	1	66	-1	0
28582435	PloS one	75	8	0	2	0	66	0	1
28582435	PloS one	60	9	0	2	0	66	0	1
28582434	PloS one	16	5	0	2	0	50	0	1
28582434	PloS one	48	6	0	2	0	50	0	1
28582434	PloS one	14	7	0	2	0	50	0	1
28582434	PloS one	64	8	0	2	0	50	0	1
28582431	PloS one	4	1	0	1	1	88.16	-1	0
28582431	PloS one	2.04	4	2	3	1	88.16	1	0
28582431	PloS one	14	7	0	2	0	88.16	0	1
28582431	PloS one	46	8	0	2	0	18	0	1
28582431	PloS one	28	8	0	2	0	18	0	1
28582431	PloS one	90.2	9	1	3	1	37.7	0	1
28582431	PloS one	52.5	9	1	3	0	37.7	1	0
28582428	PloS one	50	10	0	2	0	Inf	0	1
28582417	PloS one	19.37	4	2	4	0	53.32	2	0
28582417	PloS one	72.69	4	2	4	0	53.32	2	0
28582417	PloS one	11.4	11	1	3	0	4.55	1	0
28582417	PloS one	6.85	11	2	3	1	4.55	1	0
28582410	PloS one	8.7	7	1	2	1	Inf	0	1
28582408	PloS one	5.18	4	2	3	1	Inf	1	0
28582405	PloS one	97	5	0	2	1	48	-1	0
28582405	PloS one	91	5	0	2	1	48	-1	0
28582405	PloS one	49	5	0	2	0	48	0	1
28582405	PloS one	80	6	0	2	0	48	0	1
28582404	PloS one	17	4	0	2	0	4	0	1
28582404	PloS one	21	4	0	2	0	4	0	1
28582404	PloS one	20	4	0	2	0	4	0	1
28582404	PloS one	39	5	0	2	0	50	0	1
28582404	PloS one	67	7	0	2	0	50	0	1
28582400	PloS one	0.91	7	2	2	1	99.09	1	0
28582400	PloS one	42.3	8	1	3	0	0.300000000000004	1	0
28582400	PloS one	42.6	8	1	3	0	0.300000000000004	1	0
28582400	PloS one	61.8	9	1	3	0	35	1	0
28582400	PloS one	26.8	9	1	3	0	35	1	0
28582400	PloS one	100	10	0	3	0	85.4	0	1
28582400	PloS one	72	10	0	2	0	85.4	0	1
28582400	PloS one	93	10	0	2	1	85.4	-1	0
28582400	PloS one	61	10	0	2	0	85.4	0	1
28582400	PloS one	14.6	10	1	3	0	85.4	1	0
28582400	PloS one	17.3	10	1	3	0	85.4	1	0
28582398	PloS one	70	8	0	2	0	Inf	0	1
28582394	PloS one	75	4	0	2	0	Inf	0	1
28582393	PloS one	20	4	0	2	0	10	0	1
28582393	PloS one	20	4	0	2	0	10	0	1
28582393	PloS one	10	4	0	2	0	10	0	1
28582393	PloS one	78	6	0	2	0	77	0	1
28582393	PloS one	6.8	6	1	2	1	77	0	1
28582393	PloS one	6.3	6	1	2	1	77	0	1
28582393	PloS one	7.8	6	1	2	1	77	0	1
28582393	PloS one	1.8	6	1	2	1	77	0	1
28582393	PloS one	26.8	6	1	3	0	77	1	0
28582393	PloS one	19	6	0	2	0	77	0	1
28582393	PloS one	1	6	0	1	1	77	-1	0
28582393	PloS one	1.3	8	1	2	1	1.8	0	1
28582393	PloS one	3.1	8	1	2	1	1.8	0	1
28575126	PloS one	41	3	0	2	0	39	0	1
28575126	PloS one	60	9	0	2	0	20	0	1
28575126	PloS one	80	9	0	2	0	20	0	1
28575124	PloS one	28.6	7	1	3	0	5.7	1	0
28575124	PloS one	24.9	7	1	3	0	5.7	1	0
28575124	PloS one	23.6	7	1	3	0	5.7	1	0
28575124	PloS one	22.9	7	1	3	0	5.7	1	0
28575121	PloS one	42.6	6	1	3	0	55.4	1	0
28575121	PloS one	95	8	0	2	1	55.4	-1	0
28575121	PloS one	98	9	0	2	1	55.4	-1	0
28575119	PloS one	38	5	0	2	0	Inf	0	1
28575116	PloS one	7.03	2	2	3	1	8.1	1	0
28575116	PloS one	9.3	3	1	2	1	3.6	0	1
28575116	PloS one	5.7	3	1	2	1	3.6	0	1
28575116	PloS one	8.3	3	1	2	1	3.6	0	1
28575116	PloS one	5.1	4	1	2	1	5.1	0	1
28575116	PloS one	8.1	4	1	2	1	5.1	0	1
28575116	PloS one	3.2	4	1	2	1	5.1	0	1
28575116	PloS one	8.3	4	1	2	1	5.1	0	1
28575116	PloS one	1.3	5	1	2	1	8.1	0	1
28575116	PloS one	1.2	6	1	2	1	0.1	0	1
28575116	PloS one	1.3	6	1	2	1	0.1	0	1
28575112	PloS one	32	5	0	2	0	77	0	1
28575112	PloS one	88	6	0	2	0	77	0	1
28575112	PloS one	61	7	0	2	0	77	0	1
28575112	PloS one	23	9	0	2	0	12	0	1
28575112	PloS one	19	9	0	2	0	12	0	1
28575112	PloS one	15	9	0	2	0	12	0	1
28575112	PloS one	11	9	0	2	0	12	0	1
28575112	PloS one	67	10	0	2	0	42	0	1
28575112	PloS one	25	10	0	2	0	42	0	1
28575110	PloS one	50	7	0	2	0	Inf	0	1
28575107	PloS one	94.9	4	1	3	1	52.5	0	1
28575107	PloS one	42.4	4	1	3	0	52.5	1	0
28575107	PloS one	72.9	5	1	3	0	89.8	1	0
28575107	PloS one	5.1	6	1	2	1	14.4	0	1
28575107	PloS one	19.5	6	1	3	0	14.4	1	0
28575107	PloS one	38.98	8	2	4	0	89.8	2	0
28575104	PloS one	58.3	2	1	3	0	Inf	1	0
28575101	PloS one	75	5	0	2	0	94.2	0	1
28575101	PloS one	0.5	6	1	1	1	94.2	0	1
28575101	PloS one	0.5	7	1	1	1	94.2	0	1
28575101	PloS one	0.5	10	1	1	1	94.2	0	1
28575101	PloS one	94.7	12	1	3	1	1.40000000000001	0	1
28575101	PloS one	93.3	12	1	3	1	1.40000000000001	0	1
28575101	PloS one	84.6	13	1	3	0	7.7	1	0
28575101	PloS one	92.3	13	1	3	1	7.7	0	1
28575100	PloS one	3	8	1	2	1	Inf	0	1
28575097	PloS one	32.2	5	1	3	0	22	1	0
28575097	PloS one	10.2	5	1	3	0	22	1	0
28575096	PloS one	2.7	6	1	2	1	60.3	0	1
28575096	PloS one	63	8	0	2	0	60.3	0	1
28575095	PloS one	87	7	0	2	0	19	0	1
28575095	PloS one	75	7	0	2	0	19	0	1
28575095	PloS one	94	7	0	2	1	19	-1	0
28575090	PloS one	98	9	0	2	1	1	-1	0
28575090	PloS one	97	9	0	2	1	1	-1	0
28575089	PloS one	20	5	0	2	0	Inf	0	1
28575080	PloS one	90	2	0	2	0	Inf	0	1
28575076	PloS one	0.35	4	2	2	1	Inf	1	0
28575073	PloS one	3.42	8	2	3	1	2.05	1	0
28575073	PloS one	1.37	8	2	3	1	2.05	1	0
28575070	PloS one	95	5	1	3	1	4.3	0	1
28575070	PloS one	90.7	5	1	3	1	4.3	0	1
28575070	PloS one	92.8	5	1	3	1	4.3	0	1
28575066	PloS one	20	2	0	2	0	Inf	0	1
28575065	PloS one	38.3	8	1	3	0	8	1	0
28575065	PloS one	30.3	8	1	3	0	8	1	0
28575058	PloS one	93	10	0	2	1	5	-1	0
28575058	PloS one	88	10	0	2	0	5	0	1
28575057	PloS one	39	5	0	2	0	Inf	0	1
28575051	PloS one	74	2	0	2	0	9	0	1
28575051	PloS one	65	5	0	2	0	9	0	1
28575048	PloS one	4.8	7	1	2	1	Inf	0	1
28575047	PloS one	41	7	0	2	0	13	0	1
28575047	PloS one	32	7	0	2	0	13	0	1
28575047	PloS one	45	7	0	2	0	13	0	1
28575047	PloS one	100	8	0	3	0	68	0	1
28575045	PloS one	12.5	3	1	3	0	Inf	1	0
28575040	PloS one	94.5	4	1	3	1	78	0	1
28575040	PloS one	53.3	6	1	3	0	33.3	1	0
28575040	PloS one	20	6	0	2	0	33.3	0	1
28575040	PloS one	83	7	0	2	0	2	0	1
28575040	PloS one	85	7	0	2	0	2	0	1
28575040	PloS one	16.5	8	1	3	0	78	1	0
28575039	PloS one	30	1	0	2	0	Inf	0	1
28575038	PloS one	11.7	7	1	3	0	Inf	1	0
28575036	PloS one	5.7	5	1	2	1	0.7	0	1
28575036	PloS one	6.4	5	1	2	1	0.7	0	1
28575030	PloS one	2.01	11	2	3	1	Inf	1	0
28575029	PloS one	23.1	12	1	3	0	7	1	0
28575029	PloS one	30.1	12	1	3	0	7	1	0
28575026	PloS one	50	6	1	3	0	Inf	1	0
28575025	PloS one	50	2	0	2	0	76	0	1
28575025	PloS one	38	2	0	2	0	76	0	1
28575025	PloS one	13	2	0	2	0	76	0	1
28575025	PloS one	89	2	0	2	0	76	0	1
28575025	PloS one	69	7	0	2	0	53	0	1
28575025	PloS one	16	7	0	2	0	53	0	1
28575025	PloS one	88	8	0	2	0	7	0	1
28575025	PloS one	81	8	0	2	0	7	0	1
28575025	PloS one	88	8	0	2	0	7	0	1
28575025	PloS one	88	9	0	2	0	7	0	1
28575025	PloS one	81	9	0	2	0	7	0	1
28575017	PloS one	50	7	0	2	0	Inf	0	1
28575014	PloS one	10	1	0	2	0	86.9	0	1
28575014	PloS one	96.9	9	1	3	1	23.8	0	1
28575014	PloS one	91.7	9	1	3	1	23.8	0	1
28575014	PloS one	83	9	1	3	0	23.8	1	0
28575014	PloS one	95.8	9	1	3	1	23.8	0	1
28575014	PloS one	87.8	9	1	3	0	23.8	1	0
28575014	PloS one	73.1	9	1	3	0	23.8	1	0
28575014	PloS one	89.2	10	1	3	0	39.3	1	0
28575014	PloS one	79.5	10	1	3	0	39.3	1	0
28575014	PloS one	75.2	10	1	3	0	39.3	1	0
28575014	PloS one	79.8	10	1	3	0	39.3	1	0
28575014	PloS one	54.7	10	1	3	0	39.3	1	0
28575014	PloS one	49.9	10	1	3	0	39.3	1	0
28575013	PloS one	1.46	5	2	3	1	2.54	1	0
28575013	PloS one	4	5	0	1	1	2.54	-1	0
28575013	PloS one	54.5	6	2	4	0	53.24	2	0
28575013	PloS one	54.7	7	2	4	0	53.24	2	0
28575013	PloS one	8	8	2	3	1	53.24	1	0
28575010	PloS one	71.5	8	1	3	0	30.9	1	0
28575010	PloS one	54.8	8	1	3	0	30.9	1	0
28575010	PloS one	49.4	8	1	3	0	30.9	1	0
28575010	PloS one	40.6	8	1	3	0	30.9	1	0
28575010	PloS one	21	10	0	2	0	49	0	1
28575010	PloS one	70	10	0	2	0	49	0	1
28575010	PloS one	10.6	12	1	3	0	3.3	1	0
28575010	PloS one	7.3	12	1	2	1	3.3	0	1
28575009	PloS one	5.9	7	1	2	1	31.7	0	1
28575009	PloS one	37.6	8	1	3	0	31.7	1	0
28575009	PloS one	26.5	9	1	3	0	7.5	1	0
28575009	PloS one	19	9	1	3	0	7.5	1	0
28575009	PloS one	23.3	9	1	3	0	7.5	1	0
28575004	PloS one	3	8	0	1	1	Inf	-1	0
28575000	PloS one	68	5	0	2	0	36	0	1
28575000	PloS one	32	5	0	2	0	36	0	1
28575000	PloS one	53	8	0	2	0	68	0	1
28575000	PloS one	73	8	0	2	0	68	0	1
28575000	PloS one	8	8	0	1	1	68	-1	0
28575000	PloS one	8	8	0	1	1	68	-1	0
28575000	PloS one	6	8	0	1	1	68	-1	0
28575000	PloS one	5	8	0	1	1	68	-1	0
28574999	PloS one	28	6	0	2	0	19	0	1
28574999	PloS one	21	6	0	2	0	19	0	1
28574999	PloS one	40	6	0	2	0	19	0	1
28574999	PloS one	32	8	0	2	0	18	0	1
28574999	PloS one	50	8	0	2	0	18	0	1
28574999	PloS one	25	9	0	2	0	27	0	1
28574999	PloS one	14	9	0	2	0	27	0	1
28574999	PloS one	41	9	0	2	0	27	0	1
28574999	PloS one	76	10	0	2	0	66	0	1
28574999	PloS one	10	10	0	2	0	66	0	1
28574995	PloS one	43.4	10	1	3	0	68.8	1	0
28574995	PloS one	5	10	0	1	1	68.8	-1	0
28574995	PloS one	73.8	10	1	3	0	68.8	1	0
28574995	PloS one	25	10	0	2	0	68.8	0	1
28574987	PloS one	95	9	0	2	1	10	-1	0
28574987	PloS one	85	9	0	2	0	10	0	1
28574986	PloS one	100	10	0	3	0	94	0	1
28574986	PloS one	19	11	0	2	0	94	0	1
28574986	PloS one	15	13	0	2	0	73	0	1
28574986	PloS one	6	13	0	1	1	73	-1	0
28574986	PloS one	79	13	0	2	0	73	0	1
28570713	PloS one	0	7	0	0	1	59	-1	0
28570713	PloS one	59	9	0	2	0	59	0	1
28570704	PloS one	94	4	0	2	1	32	-1	0
28570704	PloS one	62	4	0	2	0	32	0	1
28570698	PloS one	87.5	8	1	3	0	85	1	0
28570698	PloS one	2.5	8	1	2	1	85	0	1
28570689	PloS one	18	6	0	2	0	Inf	0	1
28570678	PloS one	96	9	0	2	1	21	-1	0
28570678	PloS one	75	9	0	2	0	21	0	1
28570678	PloS one	87	10	0	2	0	2	0	1
28570678	PloS one	89	10	0	2	0	2	0	1
28570678	PloS one	45	11	0	2	0	70	0	1
28570678	PloS one	29	11	0	2	0	70	0	1
28570678	PloS one	62	11	0	2	0	70	0	1
28570678	PloS one	99	11	0	2	1	70	-1	0
28570678	PloS one	99	11	0	2	1	70	-1	0
28570678	PloS one	99	11	0	2	1	70	-1	0
28570678	PloS one	87	11	0	2	0	70	0	1
28570678	PloS one	79	11	0	2	0	70	0	1
28570678	PloS one	93	11	0	2	1	70	-1	0
28570672	PloS one	25	7	0	2	0	Inf	0	1
28570671	PloS one	22.4	7	1	3	0	66.7	1	0
28570671	PloS one	22.6	7	1	3	0	66.7	1	0
28570671	PloS one	21.1	7	1	3	0	66.7	1	0
28570671	PloS one	10.9	7	1	3	0	66.7	1	0
28570671	PloS one	72.5	7	1	3	0	66.7	1	0
28570671	PloS one	5.8	7	1	2	1	66.7	0	1
28570671	PloS one	52.2	8	1	3	0	145.8	1	0
28570671	PloS one	45.6	8	1	3	0	145.8	1	0
28570671	PloS one	42	8	1	3	0	145.8	1	0
28570671	PloS one	54	8	1	3	0	145.8	1	0
28570671	PloS one	94.4	8	1	3	1	145.8	0	1
28570671	PloS one	187.8	8	1	4	0	145.8	1	0
28570671	PloS one	11.9	9	1	3	0	10.2	1	0
28570671	PloS one	21.9	9	1	3	0	10.2	1	0
28570671	PloS one	11.7	9	1	3	0	10.2	1	0
28570652	PloS one	18.2	8	1	3	0	Inf	1	0
28570651	PloS one	100	6	0	3	0	Inf	0	1
28570648	PloS one	5.8	8	1	2	1	75	0	1
28570648	PloS one	13.4	8	1	3	0	75	1	0
28570648	PloS one	80.8	8	1	3	0	75	1	0
28570648	PloS one	70	9	1	3	0	69.3	1	0
28570648	PloS one	8.7	9	1	2	1	69.3	0	1
28570648	PloS one	0.7	9	1	1	1	69.3	0	1
28570648	PloS one	90	10	0	2	0	38	0	1
28570648	PloS one	60	10	0	2	0	38	0	1
28570648	PloS one	98	10	0	2	1	38	-1	0
28570648	PloS one	85	10	0	2	0	38	0	1
28570648	PloS one	79	10	0	2	0	38	0	1
28570648	PloS one	90	10	0	2	0	38	0	1
28570648	PloS one	70	11	0	2	0	59	0	1
28570648	PloS one	40	11	0	2	0	59	0	1
28570648	PloS one	89	11	0	2	0	59	0	1
28570648	PloS one	98	11	0	2	1	59	-1	0
28570648	PloS one	95	11	0	2	1	59	-1	0
28570648	PloS one	99	11	0	2	1	59	-1	0
28570646	PloS one	24	3	0	2	0	7	0	1
28570646	PloS one	17	3	0	2	0	7	0	1
28570646	PloS one	15	5	0	2	0	19	0	1
28570646	PloS one	34	6	0	2	0	19	0	1
28570645	PloS one	95	2	0	2	1	90	-1	0
28570645	PloS one	5	2	0	1	1	90	-1	0
28570643	PloS one	62	11	0	2	0	38	0	1
28570643	PloS one	38	12	0	2	0	38	0	1
28570643	PloS one	24	13	0	2	0	38	0	1
28570640	PloS one	72.34	9	2	4	0	66.75	2	0
28570640	PloS one	5.59	9	2	3	1	66.75	1	0
28570640	PloS one	0.7	10	1	1	1	71.64	0	1
28570639	PloS one	25	5	0	2	0	11	0	1
28570639	PloS one	36	5	0	2	0	11	0	1
28570639	PloS one	70.8	8	1	3	0	45.8	1	0
28570635	PloS one	97.3	2	1	3	1	95.5	0	1
28570635	PloS one	90	5	0	2	0	88.2	0	1
28570635	PloS one	7.5	5	1	2	1	88.2	0	1
28570635	PloS one	1.8	5	1	2	1	88.2	0	1
28570632	PloS one	95	3	0	2	1	Inf	-1	0
28570631	PloS one	78.3	3	1	3	0	Inf	1	0
28570629	PloS one	41.1	6	1	3	0	32.5	1	0
28570629	PloS one	8.6	7	1	2	1	1.3	0	1
28570629	PloS one	9.9	7	1	2	1	1.3	0	1
28570624	PloS one	8.4	5	1	2	1	2.4	0	1
28570624	PloS one	7.2	5	1	2	1	2.4	0	1
28570624	PloS one	9.6	5	1	2	1	2.4	0	1
28570623	PloS one	77.6	6	1	3	0	75.6	1	0
28570623	PloS one	12.2	6	1	3	0	75.6	1	0
28570623	PloS one	8.2	6	1	2	1	75.6	0	1
28570623	PloS one	2	6	1	2	1	75.6	0	1
28570623	PloS one	34.7	7	1	3	0	22.5	1	0
28570623	PloS one	34.7	7	1	3	0	22.5	1	0
28570623	PloS one	12.2	7	1	3	0	22.5	1	0
28570620	PloS one	42.7	6	1	3	0	55.2	1	0
28570620	PloS one	24	7	0	2	0	21.9	0	1
28570620	PloS one	6.3	7	1	2	1	21.9	0	1
28570620	PloS one	5.2	7	1	2	1	21.9	0	1
28570620	PloS one	6.3	7	1	2	1	21.9	0	1
28570620	PloS one	2.1	7	1	2	1	21.9	0	1
28570620	PloS one	57.3	9	1	3	0	55.2	1	0
28570617	PloS one	50	7	0	2	0	Inf	0	1
28570616	PloS one	91	6	0	2	1	13	-1	0
28570616	PloS one	90	6	0	2	0	13	0	1
28570616	PloS one	78	6	0	2	0	13	0	1
28570615	PloS one	70	1	0	2	0	10	0	1
28570615	PloS one	80	1	0	2	0	10	0	1
28570615	PloS one	94.82	8	2	4	1	5.18000000000001	1	0
28570615	PloS one	100	8	0	3	0	5.18000000000001	0	1
28570615	PloS one	58.52	9	2	4	0	38.3	2	0
28570615	PloS one	96.82	9	2	4	1	38.3	1	0
28570613	PloS one	8.8	6	1	2	1	41.2	0	1
28570613	PloS one	24	8	0	2	0	39	0	1
28570613	PloS one	49	8	0	2	0	39	0	1
28570613	PloS one	10	8	0	2	0	39	0	1
28570613	PloS one	25	8	0	2	0	39	0	1
28570613	PloS one	26	10	0	2	0	40	0	1
28570613	PloS one	50	10	0	2	0	40	0	1
28570613	PloS one	10	10	0	2	0	40	0	1
28570613	PloS one	25	10	0	2	0	40	0	1
28570610	PloS one	100	6	0	3	0	6	0	1
28570610	PloS one	99	6	0	2	1	6	-1	0
28570610	PloS one	94	6	0	2	1	6	-1	0
28570610	PloS one	100	6	0	3	0	6	0	1
28570606	PloS one	1	5	0	1	1	Inf	-1	0
28570596	PloS one	60	7	0	2	0	Inf	0	1
28570594	PloS one	100	7	0	3	0	Inf	0	1
28570592	PloS one	3.4	9	1	2	1	76.4	0	1
28570592	PloS one	58.5	10	1	3	0	17	1	0
28570592	PloS one	41.5	10	1	3	0	17	1	0
28570592	PloS one	72.4	11	1	3	0	76.4	1	0
28570592	PloS one	41.5	12	1	3	0	31.4	1	0
28570592	PloS one	17.8	12	1	3	0	31.4	1	0
28570592	PloS one	20.6	12	1	3	0	31.4	1	0
